2025-11-10 18:09:49.303656,557.8125,747.1875,370.3125,1031.25, 21.1, 685
2025-11-10 18:09:51.341591,557.8125,747.1875,370.3125,1031.25, 21.1, 685
2025-11-10 18:09:53.381031,557.8125,747.1875,370.3125,1030.3125, 21.04, 684
2025-11-10 18:09:55.422655,557.8125,747.1875,370.3125,1030.3125, 21.04, 684
2025-11-10 18:09:57.462744,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:09:59.504028,557.8125,747.1875,370.3125,1030.3125, 21.04, 684
2025-11-10 18:10:01.545665,557.8125,747.1875,371.25,1031.25, 21.04, 684
2025-11-10 18:10:03.584691,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:05.630021,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:07.670913,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:09.712225,557.8125,747.1875,370.3125,1031.25, 21.1, 685
2025-11-10 18:10:11.751315,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:13.790074,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:15.826770,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:17.865468,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:19.905289,557.8125,746.25,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:21.946046,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:10:23.985851,557.8125,747.1875,370.3125,1030.3125, 21.04, 684
2025-11-10 18:10:26.026898,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:11:16.065350,557.8125,747.1875,370.3125,1031.25, 21.1, 685
2025-11-10 18:11:18.102345,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:11:20.142307,557.8125,746.25,370.3125,1031.25, 21.1, 685
2025-11-10 18:11:22.181774,557.8125,747.1875,383.4375,1030.3125, 21.1, 685
2025-11-10 18:11:24.222213,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:11:26.261447,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:11:28.302189,557.8125,747.1875,370.3125,1030.3125, 21.16, 686
2025-11-10 18:11:30.342415,557.8125,747.1875,370.3125,1029.375, 21.1, 685
2025-11-10 18:11:32.384289,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:11:34.424607,557.8125,747.1875,370.3125,1030.3125, 21.22, 687
2025-11-10 18:11:36.462039,557.8125,747.1875,370.3125,1031.25, 21.22, 687
2025-11-10 18:11:38.499430,557.8125,747.1875,370.3125,1030.3125, 21.22, 687
2025-11-10 18:11:40.535945,557.8125,747.1875,370.3125,1030.3125, 21.22, 687
2025-11-10 18:11:42.574722,557.8125,747.1875,370.3125,1031.25, 21.22, 687
2025-11-10 18:11:44.611645,557.8125,747.1875,370.3125,1030.3125, 21.1, 685
2025-11-10 18:11:46.650078,557.8125,747.1875,370.3125,1030.3125, 21.22, 687
2025-11-10 18:11:48.690261,557.8125,747.1875,370.3125,1030.3125, 21.22, 687
2025-11-10 18:11:50.730367,557.8125,747.1875,370.3125,1030.3125, 21.22, 687
2025-11-10 18:11:52.770980,557.8125,747.1875,370.3125,1030.3125, 21.16, 686
2025-11-10 18:11:54.809226,557.8125,746.25,370.3125,1030.3125, 21.22, 687
2025-11-10 18:11:56.846940,557.8125,747.1875,370.3125,1030.3125, 21.22, 687
2025-11-10 18:16:05.267333,557.8125,298.875,148.125,1030.3125, 21.52, 690
2025-11-10 18:16:07.307509,557.8125,298.875,148.125,1030.3125, 21.46, 690
2025-11-10 18:16:09.348463,557.8125,298.875,148.125,1030.3125, 21.58, 690
2025-11-10 18:16:11.390350,557.8125,298.875,148.125,1030.3125, 21.46, 690
2025-11-10 18:16:13.431283,557.8125,298.875,148.125,1030.3125, 21.52, 690
2025-11-10 18:16:15.472293,557.8125,298.875,148.125,1030.3125, 21.52, 690
2025-11-10 18:16:17.509492,557.8125,298.875,147.75,1030.3125, 21.52, 690
2025-11-10 18:16:19.548739,557.8125,298.875,148.125,1030.3125, 21.52, 690
2025-11-10 18:16:21.591771,557.8125,298.5,148.125,1030.3125, 21.46, 690
2025-11-10 18:16:23.631719,557.8125,298.875,148.125,1030.3125, 21.52, 690
2025-11-10 18:16:25.671822,557.8125,298.875,148.125,1030.3125, 21.52, 690
2025-11-10 18:16:27.711352,557.8125,298.875,148.125,1031.25, 21.58, 690
2025-11-10 18:16:29.751776,557.8125,298.875,148.125,1030.3125, 21.52, 690
2025-11-10 18:17:25.379765,557.8125,298.875,148.125,1031.25, 21.64, 690
2025-11-10 18:17:27.419298,557.8125,298.875,148.125,1030.3125, 21.58, 690
2025-11-10 18:17:29.459072,557.8125,298.875,148.125,1030.3125, 21.58, 691
2025-11-10 18:17:31.496197,557.8125,298.875,148.125,1031.25, 21.58, 691
2025-11-10 18:17:33.532737,557.8125,298.875,148.125,1030.3125, 21.64, 691
